contig_392	10049	214	0
contig_394	10663	186	0
contig_395	2915	61	0
contig_396	7832	108	0
contig_398	23445	4646	0
contig_4	43442	1144	0
contig_402	4696	4732	0
contig_403	9213	4905	0
contig_409	10472	183	0
contig_412	7518	131	0
contig_416	7695	150	0
contig_418	7283	141	0
contig_42	8071	179	0
contig_420	8016	153	0
contig_421	10197	190	0
contig_427	13729	244	0
contig_428	9081	181	0
contig_429	6242	126	0
contig_43	6141	130	0
contig_430	11353	264	0
contig_434	4831	87	0
contig_436	2543	69	0
contig_437	4081	101	0
contig_438	2719	55	0
contig_44	6356	150	0
contig_442	2606	40	0
contig_443	11069	4144	0
contig_444	2900	61	0
contig_446	3946	95	0
contig_450	11230	230	0
contig_452	25624	485	0
contig_456	5680	122	0
contig_457	3393	3925	0
contig_46	9838	182	0
contig_460	22207	441	0
contig_461	2903	51	0
contig_465	11381	477	0
contig_466	6973	117	0
contig_47	3821	84	0
contig_472	6814	160	0
contig_476	6117	5928	0
contig_477	22840	460	0
contig_479	9795	158	0
contig_484	9009	152	0
contig_488	3329	68	0
contig_490	4345	70	0
contig_492	5843	5831	0
contig_495	9211	176	0
contig_496	6710	219	0
contig_497	3056	66	0
contig_50	4646	96	0
contig_501	4807	85	0
contig_502	20438	505	0
contig_507	3273	73	0
contig_509	4574	103	0
contig_510	13283	248	0
contig_512	7178	162	0
contig_518	3971	4343	0
contig_519	3870	87	0
contig_525	8194	8908	0
contig_526	9618	183	0
contig_528	6302	126	0
contig_529	17393	362	0
contig_530	19244	440	0
contig_531	21550	4800	0
contig_532	23911	551	0
contig_534	10829	4261	0
contig_539	16825	510	0
contig_540	6684	118	0
contig_541	13105	286	0
contig_542	15407	318	0
contig_543	14356	308	0
contig_547	7531	128	0
contig_551	36860	716	0
contig_552	17293	381	0
contig_553	15370	280	0
contig_554	22300	603	0
contig_557	23998	473	0
contig_558	13232	264	0
contig_559	70921	1826	0
contig_560	62720	1386	0
contig_562	33114	919	0
contig_563	11269	255	0
contig_565	17248	325	0
contig_566	18456	313	0
contig_567	5875	128	0
contig_568	14560	262	0
contig_569	12378	256	0
contig_57	8277	125	0
contig_570	5635	126	0
contig_572	16420	305	0
contig_575	9330	162	0
contig_576	34883	707	0
contig_577	10937	242	0
contig_578	25474	531	0
contig_579	27151	521	0
contig_584	9458	4351	0
contig_585	16508	6191	0
contig_586	13108	318	0
contig_587	6854	4264	0
contig_588	25901	469	0
contig_589	13729	4541	0
contig_590	25087	545	0
contig_591	13673	285	0
contig_593	10880	223	0
contig_594	23504	4625	0
contig_596	7101	5084	0
contig_597	17698	4919	0
contig_598	17826	439	0
contig_599	32700	754	0
contig_600	17333	338	0
contig_601	34719	707	0
contig_602	13352	255	0
contig_606	21078	406	0
contig_607	25172	503	0
contig_608	17688	323	0
contig_610	18718	343	0
contig_611	8634	169	0
contig_612	22092	438	0
contig_613	7172	158	0
contig_614	17862	367	0
contig_615	15810	262	0
contig_616	7141	186	0
contig_617	10200	196	0
contig_618	13245	4224	0
contig_619	2884	64	0
contig_621	29253	598	0
contig_622	26293	6601	0
contig_623	27136	510	0
contig_624	14646	308	0
contig_625	12340	4783	0
contig_626	16280	320	0
contig_627	16630	335	0
contig_629	5676	118	0
contig_631	11733	6884	0
contig_632	18283	375	0
contig_633	7086	6182	0
contig_634	25127	5302	0
contig_635	12599	260	0
contig_636	30873	5531	0
contig_637	16944	316	0
contig_638	8310	165	0
contig_639	4075	81	0
contig_640	12950	253	0
contig_641	10509	178	0
contig_642	19870	5204	0
contig_644	24480	5254	0
contig_645	3023	3752	0
contig_646	9269	216	0
contig_647	12971	210	0
contig_648	39143	709	0
contig_649	5819	130	0
contig_650	8893	163	0
contig_651	25860	539	0
contig_74	5234	107	0
contig_8	11828	268	0
contig_81	3362	74	0
contig_82	3879	56	0
contig_83	6703	131	0
contig_84	3310	66	0
contig_87	37132	936	0
contig_88	14226	460	0
contig_9	11374	204	0
contig_90	37081	922	0
contig_91	2925	56	0
contig_92	7377	155	0
contig_93	4824	110	0
contig_99	10032	8063	0
*	0	0	5160178
