contig_343	11900	344	0
contig_345	10144	313	0
contig_346	10590	315	0
contig_352	7399	210	0
contig_354	5956	185	0
contig_355	3349	132	0
contig_358	18118	518	0
contig_359	6110	279	0
contig_36	5227	160	0
contig_360	3708	4303	0
contig_361	36084	1076	0
contig_362	7799	252	0
contig_363	38879	1179	0
contig_364	9908	247	0
contig_366	11185	519	0
contig_367	2800	94	0
contig_369	6849	209	0
contig_371	7909	3234	0
contig_377	9497	254	0
contig_382	13356	380	0
contig_384	8020	228	0
contig_389	9315	6337	0
contig_391	14572	5346	0
contig_393	12177	364	0
contig_396	8843	276	0
contig_397	8085	231	0
contig_398	4202	125	0
contig_399	5586	234	0
contig_401	5190	162	0
contig_402	11556	304	0
contig_403	3868	121	0
contig_41	46003	1445	0
contig_411	11235	260	0
contig_418	31667	848	0
contig_42	7474	297	0
contig_428	3701	3567	0
contig_429	8317	4393	0
contig_43	3304	115	0
contig_431	6989	201	0
contig_433	6089	183	0
contig_441	4271	114	0
contig_443	4838	144	0
contig_448	13011	439	0
contig_450	8609	254	0
contig_451	5339	168	0
contig_452	50909	1427	0
contig_466	13388	3154	0
contig_474	5788	3695	0
contig_479	19393	572	0
contig_480	16032	3842	0
contig_483	11207	338	0
contig_484	51040	5402	0
contig_485	15996	9349	0
contig_489	18118	921	0
contig_49	10867	971	0
contig_490	27682	4549	0
contig_491	18642	581	0
contig_492	18268	565	0
contig_494	6325	281	0
contig_495	13678	408	0
contig_496	33168	1412	0
contig_497	36464	4628	0
contig_500	9363	282	0
contig_502	15069	4311	0
contig_51	2576	430	0
contig_511	24126	719	0
contig_512	6495	193	0
contig_513	4695	11892	0
contig_514	6511	238	0
contig_515	19398	9314	0
contig_516	32108	972	0
contig_517	33895	1131	0
contig_518	10044	330	0
contig_519	28037	960	0
contig_52	18578	896	0
contig_520	17424	517	0
contig_522	35783	997	0
contig_523	8752	6124	0
contig_524	3383	112	0
contig_526	5372	4473	0
contig_527	33403	1037	0
contig_529	15011	492	0
contig_53	2844	104	0
contig_530	7671	260	0
contig_531	3865	111	0
contig_532	20360	585	0
contig_533	17433	680	0
contig_534	5337	182	0
contig_535	47166	1380	0
contig_536	12000	906	0
contig_537	12644	927	0
contig_538	8204	284	0
contig_539	5075	183	0
contig_54	28025	7067	0
contig_540	8336	259	0
contig_541	21708	600	0
contig_543	11573	378	0
contig_544	6616	179	0
contig_545	20602	7159	0
contig_546	8183	224	0
contig_547	24010	603	0
contig_548	80322	2352	0
contig_549	23760	724	0
contig_55	9395	264	0
contig_550	27326	890	0
contig_551	31290	944	0
contig_553	25475	3259	0
contig_554	24423	6921	0
contig_556	23350	774	0
contig_557	37230	1288	0
contig_558	25026	706	0
contig_559	8482	234	0
contig_560	14844	438	0
contig_562	30349	960	0
contig_564	33434	961	0
contig_565	19336	594	0
contig_566	13823	434	0
contig_567	10128	337	0
contig_568	9395	271	0
contig_569	48184	1358	0
contig_57	5194	171	0
contig_570	51674	1531	0
contig_571	34076	1094	0
contig_572	37144	1133	0
contig_574	17848	4249	0
contig_575	5669	185	0
contig_576	30880	998	0
contig_577	14390	398	0
contig_578	10335	304	0
contig_579	28479	3969	0
contig_58	11611	21308	0
contig_580	5504	180	0
contig_584	11536	396	0
contig_585	11194	347	0
contig_586	16326	547	0
contig_587	14934	5884	0
contig_588	11523	372	0
contig_589	25907	801	0
contig_59	4672	179	0
contig_591	9765	289	0
contig_592	5765	160	0
contig_593	21040	631	0
contig_594	6439	206	0
contig_595	21548	514	0
contig_596	13703	5403	0
contig_597	2836	109	0
contig_598	4825	175	0
contig_599	18815	602	0
contig_6	21347	655	0
contig_60	8206	219	0
contig_600	52756	1718	0
contig_601	11761	329	0
contig_602	7383	3722	0
contig_603	11919	364	0
contig_605	12797	432	0
contig_61	25926	762	0
contig_63	26845	741	0
contig_77	45253	4741	0
contig_79	6335	197	0
contig_85	3314	83	0
contig_86	68800	2134	0
contig_87	20950	1132	0
contig_91	13533	404	0
contig_96	54226	5688	0
contig_97	4719	144	0
*	0	0	5484440
